tau	mass_g	g_massdensity
2.0	1.024038e-13	2.058853e-15
2.0	1.057655e-13	1.718682e-15
2.0	1.092376e-13	1.426990e-15
2.0	1.128236e-13	1.178216e-15
2.0	1.165274e-13	9.672259e-16
2.0	1.203528e-13	7.893100e-16
2.0	1.243037e-13	6.401760e-16
2.0	1.283844e-13	5.159357e-16
2.0	1.325990e-13	4.130910e-16
2.0	1.369520e-13	3.285160e-16
2.0	1.414479e-13	2.594367e-16
2.0	1.460913e-13	2.034092e-16
2.0	1.508873e-13	1.582965e-16
2.0	1.558406e-13	1.222439e-16
2.0	1.609566e-13	9.365447e-17
2.0	1.662405e-13	7.116423e-17
2.0	1.716978e-13	5.361791e-17
2.0	1.773343e-13	4.004532e-17
2.0	1.831559e-13	2.963894e-17
2.0	1.891686e-13	2.173269e-17
2.0	1.953786e-13	1.578232e-17
2.0	2.017925e-13	1.134742e-17
2.0	2.084170e-13	8.075141e-18
2.0	2.152589e-13	5.685689e-18
2.0	2.223255e-13	3.959536e-18
2.0	2.296240e-13	2.726322e-18
2.0	2.371621e-13	1.855324e-18
2.0	2.449477e-13	1.247398e-18
2.0	2.529889e-13	8.282482e-19
2.0	2.612940e-13	5.428850e-19
2.0	2.698718e-13	3.511260e-19
2.0	2.787312e-13	2.239937e-19
2.0	2.878814e-13	1.408736e-19
2.0	2.973321e-13	8.730561e-20
2.0	3.070929e-13	5.329218e-20
2.0	3.171742e-13	3.202413e-20
2.0	3.275864e-13	1.893478e-20
2.0	3.383405e-13	1.100985e-20
2.0	3.494476e-13	6.292201e-21
2.0	3.609193e-13	3.532461e-21
2.0	3.727676e-13	1.946935e-21
2.0	3.850048e-13	1.052840e-21
2.0	3.976438e-13	5.582627e-22
2.0	4.106977e-13	2.900682e-22
2.0	4.241802e-13	1.475902e-22
2.0	4.381052e-13	7.348728e-23
2.0	4.524874e-13	3.578122e-23
2.0	4.673417e-13	1.702423e-23
2.0	4.826836e-13	7.908976e-24
2.0	4.985292e-13	3.584868e-24
2.0	5.148950e-13	1.584072e-24
2.0	5.317981e-13	6.818094e-25
2.0	5.492560e-13	2.856028e-25
2.0	5.672870e-13	1.163286e-25
2.0	5.859100e-13	4.602936e-26
2.0	6.051443e-13	1.767647e-26
2.0	6.250101e-13	6.581755e-27
2.0	6.455280e-13	2.373739e-27
2.0	6.667195e-13	8.283517e-28
2.0	6.886066e-13	2.793940e-28
2.0	7.112123e-13	9.098186e-29
2.0	7.345601e-13	2.857110e-29
2.0	7.586743e-13	8.642029e-30
2.0	7.835801e-13	2.514704e-30
2.0	8.093036e-13	7.030529e-31
2.0	8.358715e-13	1.886032e-31
2.0	8.633116e-13	4.848207e-32
2.0	8.916525e-13	1.192548e-32
2.0	9.209238e-13	2.802884e-33
2.0	9.511560e-13	6.285211e-34
2.0	9.823807e-13	1.342611e-34
2.0	1.014630e-12	2.727744e-35
2.0	1.047939e-12	5.262177e-36
2.0	1.082341e-12	9.622707e-37
2.0	1.117872e-12	1.665085e-37
2.0	1.154570e-12	2.721420e-38
2.0	1.192472e-12	4.193348e-39
2.0	1.231618e-12	6.079842e-40
2.0	1.272050e-12	8.277936e-41
2.0	1.313809e-12	1.056219e-41
2.0	1.356939e-12	1.260266e-42
2.0	1.401485e-12	1.403106e-43
2.0	1.447493e-12	1.454293e-44
2.0	1.495012e-12	1.399994e-45
2.0	1.544090e-12	1.248706e-46
2.0	1.594780e-12	1.029356e-47
2.0	1.647133e-12	7.822027e-49
2.0	1.701205e-12	5.464626e-50
2.0	1.757053e-12	3.500180e-51
2.0	1.814734e-12	2.049610e-52
2.0	1.874308e-12	1.094017e-53
2.0	1.935838e-12	5.306753e-55
2.0	1.999388e-12	2.331961e-56
2.0	2.065024e-12	9.253213e-58
2.0	2.132815e-12	3.304364e-59
2.0	2.202831e-12	1.058289e-60
2.0	2.275146e-12	3.028935e-62
2.0	2.349835e-12	7.718658e-64
2.0	2.426975e-12	1.744633e-65
2.0	2.506648e-12	3.483909e-67
2.0	2.588937e-12	6.121586e-69
2.0	2.673927e-12	9.424781e-71
2.0	2.761707e-12	1.265916e-72
2.0	2.852369e-12	1.476790e-74
2.0	2.946007e-12	1.489373e-76
2.0	3.042718e-12	1.292358e-78
2.0	3.142605e-12	9.600937e-81
2.0	3.245771e-12	6.075488e-83
2.0	3.352324e-12	3.257607e-85
2.0	3.462374e-12	1.471988e-87
2.0	3.576037e-12	5.573889e-90
2.0	3.693432e-12	1.758495e-92
2.0	3.814680e-12	4.594632e-95
2.0	3.939909e-12	9.880956e-98
2.0	4.069249e-12	1.737841e-100
2.0	4.202835e-12	2.483229e-103
2.0	4.340806e-12	2.863242e-106
2.0	4.483307e-12	2.645302e-109
2.0	4.630485e-12	1.944060e-112
2.0	4.782495e-12	1.127973e-115
2.0	4.939496e-12	5.127109e-119
2.0	5.101650e-12	1.811136e-122
2.0	5.269128e-12	4.931055e-126
2.0	5.442103e-12	1.025950e-129
2.0	5.620757e-12	1.616872e-133
2.0	5.805276e-12	1.912618e-137
2.0	5.995853e-12	1.682261e-141
2.0	6.192685e-12	1.089549e-145
2.0	6.395980e-12	5.144281e-150
2.0	6.605948e-12	1.752351e-154
2.0	6.822808e-12	4.260704e-159
2.0	7.046788e-12	7.313047e-164
2.0	7.278121e-12	8.760059e-169
2.0	7.517048e-12	7.237346e-174
2.0	7.763819e-12	4.073980e-179
2.0	8.018691e-12	1.542963e-184
2.0	8.281929e-12	3.880961e-190
2.0	8.553809e-12	6.396391e-196
2.0	8.834615e-12	6.812645e-202
2.0	9.124639e-12	4.622287e-208
2.0	9.424184e-12	1.968472e-214
2.0	9.733562e-12	5.181947e-221
2.0	1.005310e-11	8.300223e-228
